text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [assistant]: Based on your product manager background, I'd suggest... | [user]: Thanks for the explanation! | Turn 7, Budget: premium | Current: [assistant]: That's a great question about machine learning. Let me explain...",0,store,"[7.0, 65.0, 10.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_9788,7,assistant,That's a great question about machine learning. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7414239842137229,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.875, ""content_length"": 65}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: My background is in field with years years of experience",0,store,"[0.0, 56.0, 10.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_8609,0,user,My background is in field with years years of experience,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7282174725556739,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 56}"
"Context: [user]: That's very helpful | [assistant]: That's a great question about cloud computing. Let me explain... | Turn 10, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[10.0, 27.0, 4.0, 0.0, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_9007,10,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7631791963557875,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.9090909090909091, ""content_length"": 27}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: I understand your situation. | Turn 4, Budget: standard | Current: [user]: That's very helpful",0,store,"[4.0, 19.0, 3.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_6572,4,user,That's very helpful,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6782819785150045,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 19}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Alright",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6102,0,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7847693777410903,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [user]: Thanks for the explanation! | [assistant]: I understand your situation. | Turn 6, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_6450,6,user,Thanks for the explanation!,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7145802793159889,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5, ""content_length"": 27}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: My background is in field with years years of experience",0,store,"[0.0, 56.0, 10.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_2779,0,user,My background is in field with years years of experience,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7384983888182697,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 56}"
"Context: [assistant]: Based on your data scientist background, I'd suggest... | [user]: Can you help me understand concept? | Turn 3, Budget: premium | Current: [assistant]: Based on your data scientist background, I'd suggest...",0,store,"[3.0, 55.0, 8.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_5623,3,assistant,"Based on your data scientist background, I'd suggest...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7285737294816365,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 55}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I read that fact but I don't understand aspect",0,store,"[0.0, 46.0, 9.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_3093,0,user,I read that fact but I don't understand aspect,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5546644707422576,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 46}"
"Context: [user]: I read that fact but I don't understand aspect | Turn 1, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[1.0, 34.0, 4.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_3093,1,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5465887787947636,"{""template"": ""educational_qa"", ""turn_ratio"": 0.1, ""content_length"": 34}"
"Context: [user]: What are the trade-offs between approach1 and approach2? | Turn 1, Budget: premium | Current: [assistant]: In the context of retail, the key considerations are...",0,store,"[1.0, 55.0, 9.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_5606,1,assistant,"In the context of retail, the key considerations are...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7608848295601035,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.08333333333333333, ""content_length"": 55}"
"Context: [user]: Hello there! | Turn 1, Budget: minimal | Current: [assistant]: Feel free to ask if you have more questions.",0,store,"[1.0, 44.0, 9.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",casual_chat_2920,1,assistant,Feel free to ask if you have more questions.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.17083709033261082,"{""template"": ""casual_chat"", ""turn_ratio"": 0.14285714285714285, ""content_length"": 44}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: The market analysis indicates trend in sector",0,store,"[0.0, 45.0, 7.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_8579,0,user,The market analysis indicates trend in sector,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5716790520185259,"{""template"": ""business_consultation"", ""turn_ratio"": 0.0, ""content_length"": 45}"
"Context: [assistant]: In the context of retail, the key considerations are... | [user]: I appreciate your help | Turn 9, Budget: premium | Current: [assistant]: That's a great question about AI. Let me explain...",0,store,"[9.0, 51.0, 9.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_6253,9,assistant,That's a great question about AI. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6929291108252752,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.75, ""content_length"": 51}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 7, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[7.0, 25.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_8150,7,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6589350981466496,"{""template"": ""educational_qa"", ""turn_ratio"": 0.875, ""content_length"": 25}"
"Context: [user]: I'm the CEO of InnovateLab and we're facing integration complexity | Turn 1, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[1.0, 37.0, 7.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_2864,1,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6033283356773816,"{""template"": ""business_consultation"", ""turn_ratio"": 0.08333333333333333, ""content_length"": 37}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: Can you explain topic in simple terms?",0,store,"[0.0, 38.0, 7.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0]",educational_qa_3442,0,user,Can you explain topic in simple terms?,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5679752706388804,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 38}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 9, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[9.0, 37.0, 7.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_6421,9,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5185149122831184,"{""template"": ""business_consultation"", ""turn_ratio"": 0.6, ""content_length"": 37}"
"Context: [user]: Alright | [assistant]: You're very welcome! | Turn 2, Budget: minimal | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0, 0.0]",casual_chat_6509,2,user,What would you recommend for situation?,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.1904847036353422,"{""template"": ""casual_chat"", ""turn_ratio"": 0.4, ""content_length"": 39}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I read that fact but I don't understand aspect",0,store,"[0.0, 46.0, 9.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_6358,0,user,I read that fact but I don't understand aspect,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6467424683845229,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 46}"
"Context: [user]: Can you help me understand concept? | [assistant]: I'm glad I could help. | Turn 4, Budget: minimal | Current: [user]: That's interesting",0,store,"[4.0, 18.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_2720,4,user,That's interesting,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.11698331169512653,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 18}"
"Context: [user]: Can you help me understand concept? | [assistant]: I understand your situation. | Turn 4, Budget: standard | Current: [user]: I appreciate your help",0,store,"[4.0, 22.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_3401,4,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.662027481304288,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.4444444444444444, ""content_length"": 22}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_4660,5,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5506365140234236,"{""template"": ""educational_qa"", ""turn_ratio"": 0.8333333333333334, ""content_length"": 34}"
"Context: [assistant]: That's a great question about data engineering. Let me explain... | [user]: Thanks for the explanation! | Turn 9, Budget: premium | Current: [assistant]: That's a great question about data engineering. Let me explain...",0,store,"[9.0, 65.0, 10.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_8104,9,assistant,That's a great question about data engineering. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6678852444309888,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.8181818181818182, ""content_length"": 65}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: My background is in field with years years of experience",0,store,"[0.0, 56.0, 10.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_3286,0,user,My background is in field with years years of experience,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8250287999554786,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 56}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: I appreciate your help | Turn 7, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[7.0, 28.0, 4.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_3093,7,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5417535191513598,"{""template"": ""educational_qa"", ""turn_ratio"": 0.7, ""content_length"": 28}"
"Context: [user]: That's very helpful | [assistant]: I understand your situation. | Turn 16, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[16.0, 27.0, 4.0, 0.0, 0.9411764705882353, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_1203,16,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6564678655017092,"{""template"": ""business_consultation"", ""turn_ratio"": 0.8888888888888888, ""content_length"": 27}"
"Context: [user]: My background is in field with years years of experience | Turn 1, Budget: standard | Current: [assistant]: Your interests in machine learning, startups align well with your profession.",0,store,"[1.0, 77.0, 11.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_9211,1,assistant,"Your interests in machine learning, startups align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7302373208589503,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.1111111111111111, ""content_length"": 77}"
"Context: [assistant]: I can help you with that. | [user]: I appreciate your help | Turn 7, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[7.0, 25.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_7767,7,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6435443598817673,"{""template"": ""educational_qa"", ""turn_ratio"": 0.7777777777777778, ""content_length"": 25}"
"Context: [assistant]: I understand your situation. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[7.0, 37.0, 7.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_1683,7,assistant,Let me provide some guidance on that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6796238059731359,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5833333333333334, ""content_length"": 37}"
"Context: [assistant]: I can help you with that. | [user]: I'm particularly interested in aspect | Turn 3, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[3.0, 34.0, 4.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3420,3,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5499513672512151,"{""template"": ""business_consultation"", ""turn_ratio"": 0.2727272727272727, ""content_length"": 34}"
"Context: [user]: I appreciate your help | [assistant]: That's an important consideration. | Turn 8, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[8.0, 27.0, 4.0, 0.0, 0.8888888888888888, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3106,8,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5077193725912885,"{""template"": ""business_consultation"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 27}"
"Context: [assistant]: I can help you with that. | [user]: Thanks for the explanation! | Turn 9, Budget: premium | Current: [assistant]: I understand your situation.",0,store,"[9.0, 28.0, 4.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_6177,9,assistant,I understand your situation.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6438125424468747,"{""template"": ""business_consultation"", ""turn_ratio"": 0.6428571428571429, ""content_length"": 28}"
